STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1953-08,75.6,13.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1953-09,33.6,7.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1953-10,2.9,-4.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1953-11,0,-16.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1953-12,3.3,-20.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-01,14,-25.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-02,5.3,-27.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-03,15.3,-11.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-04,0,-3.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-05,4.4,10.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-06,45.4,14.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-07,81.9,14.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-08,21.5,13.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-09,46.4,5.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-10,2.1,-0.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-11,10.6,-10.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1954-12,12.4,-29.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-01,12.5,-19.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-02,15.5,-24.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-03,13.3,-12.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-04,4.8,-5.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-05,42.4,7.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-06,89.4,13.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-07,63.7,16.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-08,49.2,11.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-09,36.8,6.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-10,24,-4.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-11,5.4,-23.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1955-12,46.6,-22.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-01,11.1,-29
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-02,25.5,-23.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-03,3.9,-14.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-04,3.1,-0.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-05,15.5,9.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-06,26,14.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-07,35.9,16.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-08,56.7,13.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-09,49.3,5.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-10,23.2,-8.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-11,25.1,-20.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1956-12,15,-33.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-01,49,-17
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-02,14.3,-19.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-03,4,-7.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-04,2.2,0.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-05,1.9,9.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-06,5.3,17.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-07,10.2,15.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-08,10.2,15.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-09,12.1,6.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-10,18.8,-1.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-11,7.7,-9.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1957-12,6.5,-26.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-01,7.9,-19.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-02,1.8,-17
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-03,6.1,-8.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-04,2.3,1.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-05,14.4,9.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-06,25.5,17
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-07,36.2,16.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-08,15.7,13.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-09,11.8,6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-10,21.3,-9.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-11,10.5,-17
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1958-12,10.3,-21.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-01,2.3,-28.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-02,23.7,-14.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-03,3.9,-21.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-04,3.1,-3.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-05,26,8.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-06,30.5,16.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-07,71.2,13.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-08,46,12.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-09,23.5,6.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-10,17.4,-4.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-11,14,-14.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1959-12,14.3,-23
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-01,24.7,-19.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-02,9.7,-16.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-03,5.2,-15.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-04,10.3,-2.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-05,6.6,11.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-06,18.6,13.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-07,35.1,16.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-08,43.6,12.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-09,77.5,5.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-10,23.4,-3.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-11,10.6,-18.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1960-12,5.8,-14.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-01,6.3,-18.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-02,4.4,-20.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-03,2.9,-17.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-04,9.6,-3.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-05,6.1,9.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-06,16.9,14.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-07,66.4,15.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-08,72.4,12.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-09,48.7,6.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-10,29.9,-6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-11,12.1,-20.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1961-12,15.1,-31
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-01,17.6,-22.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-02,32.1,-13.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-03,16.9,-13.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-04,9.8,-1.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-05,15.7,7.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-06,56.4,14.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-07,110.5,17.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-08,102.5,14.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-09,35.6,5.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-10,7.2,-0.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-11,4.4,-15.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1962-12,14.3,-21.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-01,45.4,-16.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-02,7,-17.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-03,53.4,-13.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-04,12.4,-4.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-05,2.8,9.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-06,50.9,11.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-07,34.7,15.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-08,91.6,12.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-09,4.9,8.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-10,38.3,-3.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-11,4.6,-23.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1963-12,9.7,-15.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-01,5.5,-26.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-02,11.6,-17.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-03,4.6,-19
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-04,17.5,-3.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-05,24.7,3.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-06,33.9,15.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-07,32.6,15.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-08,60.4,13.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-09,21.7,7.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-10,13.5,-2.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-11,22,-16.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1964-12,9,-32.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-01,1.8,-27.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-02,8.1,-27.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-03,7,-4.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-04,12,-0.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-05,3.6,6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-06,29.6,12.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-07,35.4,15.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-08,37.5,11.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-09,53.5,9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-10,18.9,-10.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-11,30.6,-15.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1965-12,48.8,-25.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-01,0.3,-33
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-02,44.6,-22
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-03,8.9,-19.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-04,8.2,-2.8
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-05,9.7,7.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-06,4.9,17.4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-07,21.1,16.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-08,15.1,13.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-09,3.8,10.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-10,7.5,-4.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-11,52.2,-17.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1966-12,4.1,-28.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-01,10.3,-26.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-02,6.5,-21.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-03,48.3,-12.3
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-04,21.4,-0.2
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-05,10.9,7.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-06,28.7,16.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-07,85,15.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-08,157.6,14.6
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-09,6.4,8.1
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-10,8.3,-4
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-11,23.9,-12.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1967-12,34.3,-18.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1968-01,30.3,-23.9
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1968-02,3.9,-20.5
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1968-03,0,-10.7
USW00026411,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",64.80309,-147.87606,131.1,1968-04,7.4,-1.6
